RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited 
6661,28765258,776,Perth,Female,29,5,0,Single,55706.47,High School,2,1,1,143301.49,0
6662,28623346,820,Perth,Male,36,4,0,Divorced,42033.99,Diploma,2,1,0,31422.69,0
6663,28614054,665,Perth,Male,36,1,0,Married,95185.65,Bachelors,2,0,1,121505.61,0
6664,28766185,850,Brisbane,Male,31,4,146587.3,Single,61966.33,Masters,1,1,1,89874.82,0
6665,28667632,703,Perth,Female,42,7,0,Single,28652.25,Bachelors,2,0,1,72500.68,0
6666,28599024,506,Melborne,Male,32,8,0,Married,74616.54,Diploma,2,0,1,182692.8,0
6667,28798709,588,Melborne,Male,32,3,109109.33,Single,89252.97,Bachelors,1,0,1,4993.94,0
6668,28741921,622,Melborne,Female,26,8,0,Married,71979.52,High School,2,1,1,124964.82,0
6669,28793671,606,Perth,Male,34,5,0,Married,61511.88,Masters,1,1,0,161971.42,0
6670,28797900,517,Perth,Male,56,9,142147.32,Divorced,95929.42,Diploma,1,0,0,39488.04,1
6671,28667932,758,Melborne,Female,43,10,0,Divorced,67114.31,Bachelors,2,1,1,55313.44,0
6672,28795933,677,Perth,Female,49,3,0,Single,73055.94,Masters,2,1,1,187811.71,0
6673,28660403,827,Melborne,Female,35,0,0,Married,48820.3,Masters,2,0,1,184514.01,0
6674,28736299,729,Perth,Female,36,8,109106.8,Divorced,77392.18,High School,1,0,0,121311.12,0
6675,28759034,654,Perth,Male,36,2,112262.84,Single,79820.05,Diploma,1,1,0,12873.39,0
6676,28724663,654,Melborne,Female,36,5,0,Married,91474.96,Masters,2,0,0,157238.05,0
6677,28594556,619,Melborne,Male,52,8,0,Divorced,84623.18,Diploma,2,1,1,123242.11,0
6678,28737169,642,Melborne,Male,26,8,144238.7,Divorced,57804.67,Bachelors,1,1,1,184399.76,0
6679,28632472,472,Melborne,Female,32,1,159397.75,Divorced,15219.11,Masters,1,0,1,57323.18,0
6680,28722813,470,Melborne,Male,30,4,125385.01,Divorced,79092.46,High School,1,1,0,68293.93,0
6681,28588450,633,Perth,Female,60,8,69365.25,Married,20882.68,High School,1,1,1,10288.24,0
6682,28736717,602,Perth,Male,31,7,155271.83,Married,62895.94,High School,1,1,1,179446.31,0
6683,28680683,640,Melborne,Male,29,5,197200.04,Divorced,6053.99,Masters,2,1,0,141453.62,0
6684,28710316,454,Melborne,Female,48,5,144837.79,Divorced,55433.23,High School,1,1,1,93151.77,0
6685,28746333,562,Perth,Female,57,3,0,Divorced,56682.93,Bachelors,3,1,0,6554.97,1
6686,28606861,636,Perth,Male,34,8,0,Single,35169.4,Masters,2,1,0,38570.13,0
6687,28641285,621,Melborne,Male,50,3,163085.79,Married,61384.71,Masters,1,0,1,131048.36,0
6688,28662908,795,Brisbane,Male,38,7,125903.22,Single,99970.01,Masters,2,1,1,127068.92,0
6689,28814267,550,Perth,Male,22,6,154377.3,Single,47966.77,Masters,1,1,1,51721.52,0
6690,28614923,630,Melborne,Male,41,7,107511.52,Single,94439.01,High School,1,0,1,46156.87,0
6691,28579223,573,Brisbane,Male,30,8,127406.5,Married,9803.39,Bachelors,1,1,0,192950.6,0
6692,28651389,561,Melborne,Male,24,8,143656.55,Divorced,93585.11,Masters,1,0,1,180932.46,0
6693,28677087,662,Perth,Female,39,5,138106.75,Single,6690.28,Diploma,1,0,0,19596.73,0
6694,28665784,637,Perth,Male,27,9,128940.24,Single,94669.55,Masters,1,1,0,46786.92,0
6695,28576706,651,Brisbane,Male,37,9,114453.58,Divorced,76586.51,Masters,1,0,1,175820.91,0
6696,28628473,646,Perth,Female,33,2,0,Married,36591.18,High School,2,0,0,198208,0
6697,28587299,567,Perth,Female,48,3,0,Single,30267.19,Bachelors,1,1,0,55362.45,0
6698,28655389,638,Perth,Male,41,1,131762.94,Married,61430.68,Masters,1,1,1,47675.29,0
6699,28784491,725,Perth,Female,31,6,0,Single,50856.54,Masters,1,0,0,61326.43,0
6700,28809999,709,Perth,Female,41,3,150300.65,Divorced,94109.39,Masters,2,1,0,71672.86,0
6701,28681128,787,Melborne,Male,39,10,108935.39,Single,86725.42,Masters,1,1,1,101168.3,0
6702,28629390,653,Perth,Male,37,7,135847.47,Divorced,64975.68,Bachelors,1,1,0,144880.81,0
6703,28792668,661,Brisbane,Male,37,7,109908.06,Married,21636.14,Diploma,2,1,0,115037.67,1
6704,28583863,681,Brisbane,Male,49,8,142946.18,Single,55424.79,Masters,1,0,0,187280.51,1
6705,28681878,436,Brisbane,Male,45,3,104339.11,Divorced,40683.58,Diploma,2,1,1,183540.22,1
6706,28782875,663,Perth,Male,33,5,157274.36,Single,64793.88,Bachelors,2,1,1,28531.81,0
6707,28732235,662,Perth,Male,64,0,98848.19,Married,75361.67,Diploma,1,0,1,42730.12,0
6708,28735909,607,Brisbane,Female,39,8,105103.33,Divorced,74813.94,Diploma,1,1,0,104721.5,1
6709,28653448,754,Perth,Male,34,7,0,Single,43423.2,High School,2,1,1,65219.85,0
6710,28587647,850,Brisbane,Female,66,0,127120.62,Married,10541.87,High School,1,0,1,118929.64,1
6711,28701037,578,Perth,Male,39,2,0,Single,94615.95,Masters,2,1,0,70563.9,0
6712,28727499,666,Brisbane,Female,36,3,129118.5,Divorced,93364.45,Bachelors,2,0,0,139435.12,0
6713,28724838,599,Perth,Female,43,4,0,Divorced,85734.63,Masters,1,1,0,170347.1,0
6714,28666711,586,Perth,Female,46,0,0,Divorced,57218.81,Bachelors,3,0,1,131553.82,1
6715,28588933,825,Perth,Female,36,3,146053.66,Single,67214.15,Diploma,1,1,1,138344.7,0
6716,28763111,808,Melborne,Female,67,10,124577.15,Single,18088.76,Masters,1,0,1,169894.4,0
6717,28805676,515,Melborne,Male,29,4,151012.55,Divorced,10851.56,Diploma,2,1,0,9770.97,0
6718,28586674,663,Melborne,Female,58,5,216109.88,Single,34998.13,Bachelors,1,0,1,74176.71,1
6719,28744553,444,Perth,Male,34,2,144318.97,Married,22708.54,Diploma,1,1,0,112668.06,0
6720,28776629,650,Perth,Female,39,4,0,Divorced,84866.01,Diploma,2,0,0,186275.7,0
6721,28647207,609,Perth,Male,26,7,0,Divorced,34894.08,Masters,2,1,0,98463.99,0
6722,28728638,824,Brisbane,Male,77,3,27517.15,Single,94517.72,Bachelors,2,0,1,2746.41,0
6723,28750602,662,Perth,Male,29,5,147092.65,Single,49926.85,Masters,1,1,0,10928.3,0
6724,28766810,699,Brisbane,Female,51,2,92246.14,Divorced,94121.83,Masters,2,0,1,91346.03,0
6725,28756625,752,Perth,Female,41,8,0,Married,54321.06,Diploma,2,1,0,139844.04,1
6726,28639552,603,Brisbane,Female,40,8,148897.02,Married,90099.45,Diploma,1,0,0,105052.9,0
6727,28633213,628,Melborne,Male,50,8,0,Divorced,19729.53,Bachelors,1,0,0,144366.83,1
6728,28610416,745,Perth,Female,36,9,0,Divorced,84199.7,Bachelors,1,1,0,19605.18,1
6729,28728208,804,Brisbane,Female,33,10,138335.96,Single,56263.74,Masters,1,1,1,80483.76,0
6730,28619608,454,Brisbane,Female,50,10,92895.56,Divorced,91968.28,Diploma,1,1,0,154344,1
6731,28628697,631,Melborne,Male,46,9,160736.63,Married,41175.29,Bachelors,1,0,1,93503.02,0
6732,28643826,503,Perth,Male,32,4,0,Single,37879.27,Diploma,2,1,1,153036.97,0
6733,28718588,548,Perth,Female,37,9,0,Divorced,41755.6,Bachelors,2,0,0,98029.58,0
6734,28709741,668,Perth,Male,28,4,107141.27,Single,49349.73,Bachelors,1,1,0,193018.71,0
6735,28723318,619,Perth,Female,55,0,0,Married,52385.77,Masters,3,0,0,60810.64,1
6736,28717328,842,Perth,Female,37,4,132446.08,Single,45647.42,Diploma,2,1,0,87071.18,1
6737,28771299,707,Perth,Female,57,1,92053,Single,52437.32,Diploma,1,1,1,164064.44,1
6738,28706223,715,Melborne,Male,38,2,96798.79,Divorced,96690.01,Diploma,2,1,1,4554.67,0
6739,28612358,573,Brisbane,Male,35,9,134498.54,Married,92393.71,High School,2,1,1,119924.8,0
6740,28769191,509,Perth,Male,55,8,132387.91,Married,41817.55,Masters,2,1,1,170360.11,0
6741,28618816,670,Brisbane,Female,40,2,147171.2,Married,71805.6,Bachelors,1,0,1,69850.04,0
6742,28730810,613,Melborne,Male,44,9,100524.69,Divorced,41793.43,Masters,1,1,1,47298.95,0
6743,28783463,678,Perth,Female,26,1,0,Divorced,79725.61,Masters,2,1,0,45443.68,0
6744,28616213,555,Brisbane,Female,51,9,138214.5,Married,29136.28,Bachelors,1,1,0,198715.27,1
6745,28611287,777,Perth,Female,30,4,0,Married,38860.03,High School,2,0,1,115611.97,0
6746,28786454,552,Melborne,Male,55,3,0,Single,65680.29,Masters,1,1,1,40333.94,0
6747,28768682,640,Melborne,Male,39,3,0,Married,98283.41,High School,1,1,1,105997.25,0
6748,28766172,541,Perth,Male,34,3,128743.55,Single,18649.72,Masters,1,1,0,134851.12,0
6749,28637646,756,Perth,Male,31,10,122647.32,Single,39091.28,Bachelors,1,0,0,61666.87,0
6750,28653404,684,Melborne,Female,24,9,79263.9,Divorced,54586.83,High School,1,0,1,196574.48,0
6751,28690546,618,Perth,Female,42,2,0,Single,78796.19,Masters,4,0,0,111097.39,1
6752,28735636,604,Perth,Female,53,2,121389.78,Single,39677.38,High School,1,1,1,48201.64,1
6753,28605424,624,Melborne,Male,38,7,123906.55,Married,57746.25,Masters,1,1,0,135096.78,0
6754,28568449,661,Melborne,Male,38,7,143006.7,Married,54195.85,High School,1,1,1,15650.89,0
6755,28688085,627,Melborne,Female,28,3,157597.61,Married,87651.09,Diploma,1,0,1,34097.22,0
6756,28683483,812,Melborne,Male,38,3,127117.8,Single,52329.11,Masters,2,1,1,174822.74,0
6757,28659567,473,Perth,Female,39,9,117103.26,Single,69734.4,Masters,2,1,1,85937.52,1
6758,28766667,717,Melborne,Male,36,2,102989.83,Married,28229.42,Diploma,2,0,1,49185.57,0
6759,28624975,693,Melborne,Male,28,1,145118.83,Married,28014.2,Masters,1,0,1,77742.38,0
6760,28660878,705,Perth,Male,92,1,126076.24,Married,66891.35,Bachelors,2,1,1,34436.83,0
6761,28586557,661,Perth,Male,41,5,0,Divorced,13294.21,Diploma,1,0,1,88279.6,0
6762,28746183,573,Perth,Female,27,4,0,Single,71382.38,Diploma,2,1,1,157549.6,0
6763,28631457,639,Perth,Male,37,5,98186.7,Single,67580.69,High School,1,0,1,173386.95,0
6764,28754053,718,Perth,Female,67,7,0,Married,72749.91,Bachelors,3,1,1,82782.08,0
6765,28645839,570,Perth,Male,37,6,0,Married,38600.31,Masters,1,1,1,187758.5,0
6766,28689955,461,Perth,Female,40,7,0,Married,70020.58,Diploma,2,1,0,176547.8,0
6767,28593510,638,Brisbane,Female,33,5,129335.65,Divorced,78788.14,Bachelors,1,1,1,56585.2,1
6768,28654964,608,Melborne,Male,48,7,75801.74,Single,67032.93,High School,1,1,0,125762.95,0
6769,28594039,599,Melborne,Male,42,6,0,Divorced,17594.54,Diploma,2,1,0,113868.4,0
6770,28625929,762,Perth,Female,44,7,159316.64,Married,71095.56,Masters,1,0,0,24780.13,0
6771,28828295,662,Perth,Female,38,2,96479.81,Married,15216.48,Masters,1,1,0,120259.41,0
6772,28621818,747,Brisbane,Male,29,7,117726.33,Married,13235.83,Bachelors,1,1,1,175398.34,0
6773,28652700,539,Perth,Male,39,6,0,Married,83322.31,Masters,2,1,1,86767.48,0
6774,28636860,625,Perth,Male,43,4,122351.29,Married,35166.99,Bachelors,1,1,0,71216.6,0
6775,28569432,656,Perth,Female,48,9,0,Divorced,27269.63,High School,2,1,1,85240.61,1
6776,28751455,469,Perth,Female,48,5,0,Single,58988.26,Bachelors,1,1,0,160529.71,1
6777,28800583,621,Melborne,Female,43,8,0,Married,54818.77,Bachelors,1,0,0,102806.6,0
6778,28770214,754,Perth,Female,27,7,0,Divorced,83358.1,Masters,2,1,0,144134.64,0
6779,28613463,679,Brisbane,Female,50,6,132598.38,Divorced,88182.21,High School,2,1,1,184017.98,0
6780,28587066,535,Perth,Male,38,2,119272.29,Married,73220.3,Bachelors,1,0,0,195896.59,1
6781,28693752,487,Perth,Male,37,2,0,Married,8447.43,Masters,2,1,1,126722.57,0
6782,28714874,850,Perth,Female,42,3,0,Divorced,56499.45,Masters,2,1,1,176883.42,0
6783,28657809,585,Perth,Male,55,10,106415.57,Single,76538.72,High School,3,1,1,122960.98,1
6784,28651955,603,Perth,Male,31,4,0,Single,13832.16,Diploma,2,0,1,9607.1,0
6785,28570912,728,Brisbane,Female,32,9,127772.1,Single,26042.28,Diploma,2,1,1,152643.48,0
6786,28640266,621,Melborne,Male,41,5,104631.67,Divorced,7669.75,Bachelors,1,1,1,95551.22,0
6787,28652069,833,Perth,Male,30,1,0,Divorced,10747.01,Masters,2,1,0,141860.62,0
6788,28596074,502,Perth,Male,37,10,0,Divorced,68503.05,Diploma,1,1,1,76642.68,0
6789,28800268,825,Brisbane,Male,37,6,118050.79,Divorced,65666.38,High School,1,0,1,52301.15,0
6790,28809847,668,Perth,Male,46,0,0,Divorced,5979.64,Diploma,2,0,0,29388.02,0
6791,28599074,487,Melborne,Female,40,6,136093.74,Married,52530.4,High School,1,0,1,193408.43,0
6792,28599591,600,Brisbane,Female,39,7,88477.36,Single,54697.03,Diploma,2,1,0,58632.37,0
6793,28776096,606,Melborne,Male,34,3,161572.24,Married,72988.44,Masters,1,0,1,191076.22,0
6794,28611669,623,Brisbane,Male,50,7,126608.37,Married,29621.87,High School,1,0,1,645.61,1
6795,28694098,575,Perth,Female,54,9,68332.96,Married,51522.5,Masters,1,1,1,144390.75,0
6796,28713347,577,Melborne,Male,48,6,179852.26,Divorced,80221.68,Masters,1,1,0,193580.32,0
6797,28713094,651,Perth,Female,25,8,0,Single,70680,Diploma,2,1,1,126761.2,0
6798,28811978,693,Brisbane,Male,46,2,104763.41,Divorced,27428.78,Diploma,1,1,1,62368.33,0
6799,28799925,800,Perth,Male,60,6,88541.57,Divorced,15082.86,High School,2,1,1,131718.12,0
6800,28692575,760,Perth,Male,38,6,162888.73,Married,43746.04,Bachelors,1,1,0,91098.76,1
6801,28743149,711,Perth,Female,35,8,0,Single,65513.61,High School,1,1,1,67508.01,0
6802,28776947,637,Melborne,Male,43,8,0,Married,51097.74,Bachelors,1,1,0,12156.93,1
6803,28700656,662,Perth,Male,32,9,0,Divorced,46906.78,High School,2,0,0,65089.38,0
6804,28594528,568,Perth,Female,44,7,0,Divorced,62939.96,High School,2,0,0,62370.67,1
6805,28787884,692,Perth,Female,30,7,0,Married,64815.73,High School,2,1,1,18826.34,0
6806,28577988,614,Perth,Female,35,1,0,Married,64653.35,High School,2,1,1,3342.62,0
6807,28795586,478,Perth,Male,35,1,92474.05,Single,63886.66,Diploma,1,1,0,178626.07,0
6808,28677739,562,Perth,Male,36,6,0,Divorced,36442.72,Masters,2,1,0,32845.32,0
6809,28720134,709,Brisbane,Male,30,9,115479.48,Divorced,6655.11,Bachelors,2,1,1,134732.99,0
6810,28688868,684,Perth,Female,26,5,87098.91,Single,83289.48,Diploma,1,0,0,106095.82,0
6811,28642996,546,Brisbane,Female,42,9,86351.85,Single,34312.65,Diploma,2,1,0,57380.13,0
6812,28771222,779,Perth,Female,42,5,0,Divorced,90706,Bachelors,2,0,0,25951.91,0
6813,28605059,576,Brisbane,Male,63,3,148843.56,Single,6003.38,Diploma,1,1,0,69414.13,1
6814,28568088,481,Brisbane,Male,44,3,163714.52,Divorced,59132.25,Masters,1,1,0,96123.72,0
6815,28665943,445,Perth,Male,25,6,0,Divorced,81685.81,High School,2,1,0,119425.94,0
6816,28795571,606,Melborne,Male,36,0,94153.56,Married,9318.34,Bachelors,1,0,1,120138.27,0
6817,28662243,559,Perth,Male,50,5,162702.35,Married,27660.56,High School,1,0,0,150548.5,1
6818,28593128,608,Perth,Female,56,10,129255.2,Married,69203.46,Bachelors,2,1,0,142492.04,1
6819,28589739,698,Perth,Male,41,3,90605.29,Single,33225.18,Masters,1,1,1,14357,0
6820,28787602,568,Melborne,Male,39,5,0,Married,86416.23,High School,2,1,1,129569.92,0
6821,28685019,528,Perth,Male,29,3,102787.42,Single,79539.95,Masters,1,1,0,55972.56,0
6822,28704209,802,Perth,Female,39,7,120145.96,Single,72429.48,Masters,2,0,1,59497.01,1
6823,28605264,669,Brisbane,Male,47,0,63723.78,Single,30701.1,Diploma,2,1,1,181928.25,0
6824,28708265,581,Melborne,Female,24,10,159203.71,Single,97153.26,Diploma,1,1,1,102517.83,1
6825,28740264,640,Perth,Male,38,9,0,Single,58888.52,Bachelors,2,1,0,88827.67,0
6826,28628477,529,Melborne,Female,44,1,0,Single,8904.99,Diploma,2,0,0,14161.3,0
6827,28727361,547,Perth,Female,51,1,0,Married,41466.85,Masters,2,1,1,56908.41,0
6828,28760216,718,Perth,Female,49,10,0,Single,99235.46,Masters,1,1,0,184474.72,1
6829,28806134,707,Brisbane,Male,34,9,162691.16,Single,20277.43,Masters,2,1,0,94912.78,0
6830,28601351,735,Perth,Male,43,9,127806.91,Married,65988.79,Diploma,1,1,1,73069.59,0
6831,28669262,765,Perth,Male,43,9,157960.49,Married,37604.77,Diploma,2,0,0,136602.8,0
6832,28696989,469,Brisbane,Female,,8,139493.25,Divorced,76700.37,Bachelors,3,0,0,150093.32,1
6833,28688498,594,Brisbane,Female,21,2,87096.82,Divorced,58353.43,Diploma,2,1,0,168186.11,0
6834,28686964,675,Perth,Female,34,10,84944.58,Divorced,29859.59,High School,1,0,0,146230.63,0
6835,28625035,703,Perth,Male,50,8,160139.59,Single,42423.01,Masters,2,1,1,79314.1,0
6836,28618391,810,Perth,Male,33,6,0,Married,92781.92,Diploma,2,1,1,77965.67,0
6837,28591344,715,Melborne,Male,42,6,0,Single,18358.17,Bachelors,2,1,1,128745.69,0
6838,28605455,664,Perth,Male,40,9,0,Married,97045.9,Masters,2,1,0,194767.3,0
6839,28680804,850,Perth,Male,29,6,0,Single,74537.8,High School,2,1,1,10672.54,0
6840,28768282,724,Brisbane,Male,36,6,94615.11,Single,82527.32,Diploma,2,1,1,10627.21,0
6841,28685826,563,Perth,Male,30,7,90727.79,Single,27285,Diploma,1,1,0,122268.75,0
6842,28793491,714,Brisbane,Male,26,3,119545.48,Divorced,87575.73,High School,2,1,0,65482.94,0
6843,28797787,614,Perth,Male,36,1,118311.76,Divorced,42786.45,Diploma,1,1,0,146134.68,0
6844,28611171,740,Perth,Male,33,1,129574.98,Single,60285.58,Bachelors,1,1,1,123300.38,0
6845,28601627,587,Perth,Male,33,8,148163.57,Divorced,40985.2,Masters,1,0,0,122925.4,0
6846,28734085,465,Brisbane,Male,24,5,117154.9,Single,87671.23,Bachelors,1,1,1,127744.02,0
6847,28809309,689,Melborne,Female,40,5,154251.67,Divorced,45441.81,Bachelors,1,0,1,118319.5,0
6848,28809462,656,Perth,Male,30,3,0,Married,38536.71,High School,2,0,1,17104,0
6849,28634628,579,Perth,Female,33,1,65667.79,Single,20400.58,Masters,2,0,0,164608.98,0
6850,28775678,716,Perth,Female,44,1,0,Single,54198.33,Masters,1,1,1,152108.47,0
6851,28579526,551,Perth,Male,42,1,50194.59,Divorced,93634.32,High School,1,1,1,23399.58,0
6852,28779103,527,Brisbane,Female,39,9,96748.89,Married,68337.43,Bachelors,2,1,0,94711.43,0
6853,28738728,600,Perth,Female,37,4,0,Married,52936.06,Diploma,3,1,0,7312.25,1
6854,28593943,685,Perth,Female,43,1,132667.17,Married,89598.49,High School,1,1,1,41876.98,0
6855,28754574,738,Melborne,Male,36,5,0,Divorced,8144.66,High School,2,1,1,96881.32,0
6856,28737814,622,Perth,Male,41,2,127087.06,Divorced,10262.7,High School,1,1,0,102402.91,1
6857,28670889,528,Perth,Male,34,1,125566.9,Divorced,96204.83,Diploma,1,1,1,176763.27,0
6858,28629299,546,Brisbane,Female,52,1,106074.89,Single,7690.21,Masters,1,1,1,23548.45,1
6859,28772869,576,Brisbane,Male,46,4,137367.94,Married,58397.34,Masters,1,1,1,33450.11,0
6860,28811927,733,Perth,Female,38,3,157658.36,Single,87050.63,High School,1,0,0,19658.43,0
6861,28785654,727,Brisbane,Male,45,6,114422.85,Married,30445.31,Bachelors,2,1,1,104678.78,1
6862,28665524,605,Melborne,Male,41,5,103154.66,Divorced,59261.65,Masters,1,0,0,143203.78,0
6863,28736287,586,Perth,Male,33,9,0,Married,29301.45,Bachelors,1,1,0,6975.02,0
6864,28765732,564,Melborne,Female,24,6,149592.14,Single,95072.98,Diploma,1,1,1,153771.8,0
6865,28797381,593,Brisbane,Female,48,3,133903.12,Single,14002.42,Diploma,2,1,1,85902.39,1
6866,28598536,736,Brisbane,Female,26,0,84587.9,Married,95065.65,High School,1,0,1,188037.76,0
6867,28664506,675,Melborne,Male,32,8,197436.82,Divorced,72047.08,Masters,1,1,1,52710.7,0
6868,28575619,656,Melborne,Female,32,1,104254.27,Married,90410.72,High School,1,1,1,17034.37,0
6869,28587394,462,Perth,Male,39,4,140133.08,Single,57758.24,Masters,2,0,0,131304.45,0
6870,28654457,685,Melborne,Female,30,2,0,Single,15593.01,Masters,3,1,1,172576.43,1
6871,28762793,850,Brisbane,Female,36,0,136980.23,Divorced,48307.94,Diploma,2,1,1,99019.65,0
6872,28658067,636,Brisbane,Female,48,3,120568.41,Divorced,95749.07,Bachelors,1,1,0,190160.04,1
6873,28642816,850,Perth,Female,27,7,43658.33,Single,83846.54,Bachelors,2,1,1,3025.49,0
6874,28693088,628,Perth,Female,37,9,0,Married,25421.9,High School,2,1,1,34689.77,0
6875,28793883,798,Perth,Male,28,3,0,Single,39906.65,High School,2,1,0,2305.27,0
6876,28665283,610,Perth,Female,57,7,72092.95,Divorced,66070.73,Bachelors,4,0,1,113228.82,1
6877,28680421,591,Perth,Female,42,10,0,Divorced,64258.26,High School,2,0,0,171099.22,0
6878,28695148,614,Melborne,Female,37,9,0,Married,19419.79,Bachelors,2,1,1,62023.1,0
6879,28636592,651,Perth,Male,35,0,181821.96,Divorced,81467.29,Masters,2,0,1,36923.67,1
6880,28772618,665,Perth,Male,25,7,90920.75,Divorced,72154.82,Masters,1,0,1,112256.57,0
6881,28724453,570,Perth,Male,23,2,0,Divorced,44173.2,High School,1,0,0,198830.98,0
6882,28565878,631,Melborne,Male,29,3,0,Divorced,66605.38,Bachelors,2,1,1,197963.46,0
6883,28609160,586,Perth,Male,32,1,0,Divorced,95806.6,Masters,2,0,0,31635.99,0
6884,28678460,691,Perth,Male,30,9,0,Divorced,63023.24,Diploma,1,1,0,49594.02,0
6885,28662571,639,Perth,Male,35,8,0,Married,73997.36,Masters,2,1,0,170483.9,0
6886,28606849,698,Perth,Female,27,1,94920.71,Single,98772.66,Masters,1,1,1,40339.9,0
6887,28670738,733,Brisbane,Male,45,2,113939.36,Single,61529.71,Bachelors,2,1,0,3218.71,0
6888,28662641,850,Perth,Male,19,8,0,Divorced,83562.3,Bachelors,1,1,1,68569.89,0
6889,28727539,618,Perth,Female,31,4,0,Single,98247.67,Diploma,2,1,0,29176.04,0
6890,28651020,473,Perth,Female,25,6,110666.42,Single,48097.64,High School,2,0,0,46758.42,0
6891,28673877,490,Perth,Male,39,1,0,Divorced,80911.32,Masters,3,1,0,171060.01,1
6892,28760865,754,Brisbane,Female,48,7,141819.02,Married,57154.67,High School,1,1,0,93550.53,1
6893,28705009,649,Perth,Female,56,8,156974.26,Single,96953.72,Bachelors,1,1,0,89405.26,1
6894,28657540,578,Perth,Male,50,5,151215.34,Married,35173.09,Masters,2,1,0,169804.4,0
